origin_airport_id,mean_delayed
11097,0.0
15454,0.0
13983,0.0
10779,0.017241379310344827
12519,0.0273972602739726
11122,0.02857142857142857
11865,0.03076923076923077
13127,0.03125
10918,0.037037037037037035
11252,0.04304635761589404
10620,0.045454545454545456
10731,0.046511627906976744
12402,0.04672897196261682
12898,0.05194805194805195
12915,0.05263157894736842
14120,0.05357142857142857
14113,0.053763440860215055
14794,0.05389221556886228
12003,0.056962025316455694
11481,0.057203389830508475
11921,0.05732484076433121
10146,0.05952380952380952
11447,0.06
15389,0.06015037593984962
12391,0.06097560975609756
12982,0.061142397425583264
11537,0.0625
14570,0.06371359223300971
12206,0.06398104265402843
11049,0.0641025641025641
14831,0.06423299421504089
12156,0.0660377358490566
10158,0.06643356643356643
13873,0.06666666666666667
12016,0.06666666666666667
12954,0.06723891273247497
14955,0.06818181818181818
12173,0.0683256930801135
10529,0.06869220607661823
13061,0.06896551724137931
11415,0.07017543859649122
10423,0.07210090361445783
10409,0.07272727272727272
14679,0.07330267784690289
14122,0.07427184466019418
10800,0.07493540051679587
13158,0.07544757033248081
12899,0.07547169811320754
14869,0.07608909915237531
15370,0.07626459143968872
14893,0.07679814385150813
10562,0.07692307692307693
12244,0.07692307692307693
10747,0.07734806629834254
12758,0.07777777777777778
11109,0.07821901323706378
13851,0.07889125799573561
14288,0.07894736842105263
14730,0.07918196119559517
10140,0.07945205479452055
11577,0.08045977011494253
10397,0.08090806894828878
10693,0.08103158858538075
14057,0.08120362737015664
10721,0.0812195323473519
12478,0.08160483007108774
11540,0.0818452380952381
10849,0.08190224570673713
11066,0.08195834460373276
11193,0.08237861429350792
11433,0.08260105448154657
11042,0.08305084745762711
11721,0.08305647840531562
13970,0.08333333333333333
13830,0.08350818296265212
11648,0.08396946564885496
14252,0.08424908424908426
11150,0.08433734939759036
11884,0.08545454545454545
11525,0.08620689655172414
14683,0.08650843222985634
14908,0.0865561694290976
14492,0.08655763861188671
12889,0.0871015830198055
13796,0.08711747285291215
12339,0.0876923076923077
15074,0.08771929824561403
14307,0.08817204301075268
12451,0.08841201716738198
13342,0.08849189862899876
10821,0.08881789137380192
14109,0.08928571428571429
10792,0.08943543879262157
12278,0.08968058968058969
14633,0.09016393442622951
12191,0.09040132395531651
14457,0.09090909090909091
13891,0.09095528455284553
13230,0.09110169491525423
15304,0.09204275534441805
14960,0.09302325581395349
13296,0.09314586994727592
14107,0.09341057204923968
10599,0.09364767518009168
14237,0.09375
14802,0.09411764705882353
10257,0.0947603121516165
13487,0.09480997139354311
11259,0.0949983215844243
15016,0.09503003823047515
11630,0.09523809523809523
12266,0.09545547455202016
15376,0.09555288461538461
13198,0.09565428502063608
12264,0.09642363169334124
11292,0.09651168560512083
15323,0.09657320872274143
10754,0.0967741935483871
14100,0.09691780821917809
13795,0.09716599190283401
10279,0.09718670076726342
12951,0.09718670076726342
15919,0.09795191451469279
12007,0.09821428571428571
13486,0.09829059829059829
12323,0.0984182776801406
10994,0.0984759671746776
12892,0.09848699495664985
10980,0.0985691573926868
10868,0.09888357256778309
13244,0.0988851187590887
12217,0.09912170639899624
10713,0.09927360774818401
12953,0.09981044036162147
12896,0.10016420361247948
13256,0.10067114093959731
11973,0.10077519379844961
10666,0.10101010101010101
11905,0.10126582278481013
11638,0.10152284263959391
13232,0.10156115971864814
15023,0.10175438596491228
11823,0.10221465076660988
13871,0.10224558050645007
11468,0.10227272727272728
12177,0.10227272727272728
14027,0.10236794171220401
12945,0.10304789550072568
11140,0.10337972166998012
14543,0.10344827586206896
13377,0.10384615384615385
14524,0.10397553516819572
10299,0.10434120335110435
11308,0.10434782608695652
11695,0.10465116279069768
14489,0.1048780487804878
10781,0.10490693739424704
11603,0.1062618595825427
10408,0.10650887573964497
14685,0.10679611650485436
14006,0.10714285714285714
11471,0.10714285714285714
14576,0.10726950354609929
11996,0.10765731614859743
15624,0.10836501901140684
12124,0.10869565217391304
11413,0.10894941634241245
14814,0.10922787193973635
15096,0.10923535253227408
14674,0.10948905109489052
14635,0.10994239919859755
14112,0.1103202846975089
13577,0.11047619047619048
11278,0.1107909900471451
13360,0.11152416356877323
11617,0.11282051282051282
12888,0.11320754716981132
10785,0.11323763955342903
13277,0.11347517730496454
10185,0.11372549019607843
13303,0.11381135707410972
12992,0.11425873465533522
14696,0.11439114391143912
14262,0.11460101867572156
14512,0.11475409836065574
11995,0.11512027491408934
11986,0.11518661518661519
14843,0.11521252796420582
15412,0.11532738095238096
12343,0.11538461538461539
11697,0.11550346297282899
11423,0.11552888222055514
13204,0.11555695306972723
11203,0.11557788944723618
12448,0.11577424023154848
15024,0.1162227602905569
13485,0.11654804270462633
14193,0.11664899257688228
10577,0.11666666666666667
13931,0.11681990265008113
11267,0.1171875
13495,0.11734364925854288
12884,0.11742424242424243
14783,0.11755725190839694
15401,0.11764705882352941
13264,0.11830985915492957
13476,0.11834319526627218
14709,0.11904761904761904
14689,0.12011577424023155
11612,0.12014134275618374
13422,0.12106537530266344
13121,0.12121212121212122
14082,0.122
10469,0.12448132780082988
13184,0.1256544502617801
12891,0.1262135922330097
14771,0.1269817750777893
12265,0.12727272727272726
14025,0.12745098039215685
13930,0.12848259710893967
11057,0.12849162011173185
10561,0.12916666666666668
14321,0.12919254658385093
13367,0.13008130081300814
10431,0.13009198423127463
14986,0.13043478260869565
10631,0.13114754098360656
11953,0.13129102844638948
11778,0.13142857142857142
14711,0.13157894736842105
13139,0.13253012048192772
14574,0.13257575757575757
11980,0.13333333333333333
11618,0.13382833907893574
11977,0.13383838383838384
12902,0.1346153846153846
10558,0.1346153846153846
15249,0.13518197573656845
11898,0.13548387096774195
13388,0.13580246913580246
12255,0.13592233009708737
11637,0.13628899835796388
10135,0.13649025069637882
14761,0.13672922252010725
11624,0.1371994342291372
10268,0.13793103448275862
11337,0.13793103448275862
11982,0.138996138996139
10685,0.138996138996139
14747,0.13928135356706786
10208,0.13972602739726028
16218,0.13978494623655913
14098,0.14
10728,0.14084507042253522
12197,0.14123711340206185
15356,0.14181818181818182
11111,0.14383561643835616
14698,0.14396887159533073
13502,0.1446280991735537
11013,0.14545454545454545
10967,0.14583333333333334
10874,0.14613778705636743
15027,0.14736842105263157
14588,0.14782608695652175
11146,0.14824797843665768
10990,0.14862385321100918
10434,0.15053763440860216
10157,0.15135135135135136
13433,0.15151515151515152
13290,0.15328467153284672
12129,0.15384615384615385
10739,0.15384615384615385
10466,0.1540041067761807
11298,0.15421110084809808
14108,0.15555555555555556
14716,0.1557377049180328
12397,0.15625
12280,0.15827338129496402
11641,0.1585014409221902
11067,0.15859030837004406
10155,0.15873015873015872
11274,0.16091954022988506
10627,0.16224188790560473
14828,0.1625
14520,0.16393442622950818
11775,0.16431095406360424
13076,0.16477272727272727
12441,0.16478555304740405
14952,0.16541353383458646
12819,0.1657142857142857
11233,0.16666666666666666
12119,0.16666666666666666
11003,0.16779431664411368
15041,0.16901408450704225
12917,0.16981132075471697
10333,0.17307692307692307
14150,0.17333333333333334
15582,0.17391304347826086
12523,0.17417417417417416
13029,0.17419354838709677
15841,0.17543859649122806
11503,0.1762114537444934
13344,0.17647058823529413
15380,0.17735849056603772
14487,0.1774193548387097
10136,0.17791411042944785
12335,0.17857142857142858
11867,0.17857142857142858
12094,0.17982456140350878
15607,0.18181818181818182
12511,0.18446601941747573
10676,0.18461538461538463
14842,0.18518518518518517
13933,0.1864406779661017
14905,0.1875
11027,0.18840579710144928
14812,0.1891891891891892
12544,0.19090909090909092
10551,0.19117647058823528
14004,0.19205298013245034
10581,0.19254658385093168
16869,0.19402985074626866
15411,0.19444444444444445
15295,0.19491525423728814
14254,0.2
15070,0.2
14256,0.2033898305084746
11076,0.20754716981132076
10926,0.20833333333333334
15991,0.20833333333333334
12012,0.208955223880597
13241,0.20967741935483872
10732,0.21243523316062177
10141,0.21666666666666667
14877,0.21794871794871795
11092,0.2222222222222222
14222,0.2222222222222222
11587,0.22641509433962265
14534,0.22916666666666666
15008,0.23076923076923078
15048,0.24528301886792453
14259,0.25
14314,0.25757575757575757
12223,0.25925925925925924
10372,0.2762022194821208
13832,0.2765957446808511
10170,0.28
13459,0.2826086956521739
10165,0.3333333333333333
13829,0.3333333333333333
13964,0.3333333333333333
